DRV-501:Crown Victoria:12669397.00
HOC-589:Plymouth Cuda:11618094.00
IDO-829:Mazda Miata:11872228.00
XXH-533:Mitsubish Eclipse:8403593.00
AFT-374:Toyota Landcruiser:7954608.00
AKQ-833:Bus Escolar:5948410.50
LRL-661:Chevy Pickup:11992801.00
AZC-334:Jeep Cherokee:8842395.00
QDS-469:Bus Escolar:9725410.00
JDN-746:Sedan:8666355.00
HVO-992:Mitsubish Eclipse:9499732.00
GOK-597:Bus Escolar:14521286.00
XQB-565:Mazda Miata:6586344.00
QRT-021:Range Rover:14426732.00
YNM-979:Mazda Miata:13966761.00
MHP-405:Mitsubish Eclipse:5836682.50
FDM-866:Plymouth Cuda:13875779.00
HQI-572:Caprice Classic:6661075.00
UQP-554:Mazda Miata:10698172.00
UEM-875:Mitsubish Eclipse:12884699.00
RGV-387:BMW 5 Series:10998769.00
JYU-029:Mazda Miata:12831295.00
OJO-181:Bus Escolar:6610611.50
IQM-022:Crown Victoria:5207770.50
NVF-358:Crown Victoria:10446223.00
TIZ-927:Volvo Wagon:14955999.00
DOY-061:Mitsubish Eclipse:11389311.00
TCB-930:Sedan:13665817.00
XCF-497:Caprice Classic:8669207.00
CJR-316:Ford pickup F100:6612794.50
FDH-829:Mitsubish Eclipse:13860762.00
BYZ-498:Crown Victoria:7578122.50
XMJ-827:Jeep Cherokee:10223586.00
CER-288:Toyota Landcruiser:10495177.00
ZWZ-188:Sedan:6951594.50
UEG-795:Crown Victoria:12006350.00
ZBT-282:Crown Victoria:11043928.00
MHE-317:Toyota Landcruiser:9003500.00
PJH-324:Mazda Miata:7368544.50
RMV-695:Mitsubish Eclipse:10574396.00
PIG-458:Mazda Miata:8374765.50
DNJ-227:Volvo Wagon:8842604.00
DRF-314:Sedan:9058741.00
YFM-970:Ford pickup F100:14350806.00
JET-900:BMW 5 Series:14846648.00
PJM-818:Ford pickup F100:11649701.00
OWR-730:Plymouth Cuda:10599685.00
HBF-001:Ford  Van:8562640.00
ICJ-313:Chevy Van:10678307.00
SBP-882:Ford  Van:6318970.00
DUE-487:BMW 5 Series:12508055.00
TZF-815:Ford Mustang 65:7745607.50
QQV-893:Caprice Classic:10775817.00
LEO-346:Range Rover:12695119.00
MYB-368:Ford  Van:10166421.00
USG-825:Crown Victoria:8392900.00
EES-153:Mazda Miata:13542455.00
MKI-901:Chevy Pickup:9977201.00
AOX-634:Camión Ford 350:5953163.00
DJA-383:Mazda Miata:8095318.50
NAF-030:Volvo Wagon:6056560.00
LLT-552:Range Rover:5788781.00
UZH-143:Chevy Pickup:7876248.00
SIY-562:BMW 5 Series:11390353.00
HVH-684:Jeep Cherokee:9464137.00
WEW-449:Plymouth Cuda:14969111.00
XHJ-366:Jeep Cherokee:13547359.00
ZUZ-606:Ford pickup F100:13397545.00
LDX-353:Jeep Cherokee:11709474.00
ONU-947:Ford  Van:7121439.00
BPS-725:Plymouth Cuda:5895867.50
JBW-367:Camión Ford 350:11818503.00
WPL-391:Chevy Pickup:12736061.00
RON-137:Ford  Van:10358089.00
IGD-582:BMW 5 Series:13125242.00
HRO-942:Plymouth Cuda:5732574.50
WNQ-864:Ford pickup F100:8548122.00
ZWM-359:Crown Victoria:12334999.00
GWM-003:Jeep Cherokee:7767895.50
ZWH-413:Mitsubish Eclipse:11608855.00
XIU-571:Caprice Classic:13779187.00
AIB-637:Range Rover:10234448.00
QAR-639:Ford pickup F100:5259164.00
VIS-963:Range Rover:13716718.00
RRC-479:Volvo Wagon:6346957.00
IEK-699:Range Rover:7695218.00
YYG-292:Chevy Van:11018285.00
PIQ-275:Ford  Van:13297116.00
EYV-999:Plymouth Cuda:12774027.00
DFY-012:Toyota Landcruiser:11531594.00
EXJ-029:Volvo Wagon:12939692.00
HLC-099:Toyota Landcruiser:9071187.00
WFB-718:Ford pickup F100:5451700.00
BZJ-110:Ford pickup F100:7819847.00
YRK-161:Mitsubish Eclipse:14826300.00
QBY-593:Sedan:11719610.00
PTQ-756:Bus Escolar:5769863.50
QLV-841:Ford Mustang 65:6603308.50
TOQ-476:Jeep Cherokee:8631816.00
RIY-666:Ford pickup F100:9964980.00
JDB-971:Ford Mustang 65:11022891.00
PLH-054:Ford pickup F100:10396342.00
ZES-770:Ford  Van:6420416.50
KCC-075:Toyota Landcruiser:8777877.00
SLB-456:Camión Ford 350:14448619.00
CFG-667:Bus Escolar:14115498.00
YQK-765:Toyota Landcruiser:6365045.50
QFE-385:Chevy Pickup:9475001.00
AMA-519:Plymouth Cuda:12344452.00
EZW-877:Chevy Van:9617769.00
JWL-045:Mazda Miata:6816747.00
UJK-598:Mitsubish Eclipse:5947813.00
JCN-502:BMW 5 Series:12375233.00
GPA-034:Chevy Van:12383560.00
JEV-779:Chevy Pickup:13036621.00
JFD-302:Ford  Van:7523337.00
IUX-306:Plymouth Cuda:10773127.00
FPH-510:Ford Mustang 65:7938710.00
ECF-900:Ford Mustang 65:9504334.00
GOT-270:Toyota Landcruiser:11813109.00
UPL-820:Ford Mustang 65:5733440.50
QJA-733:Chevy Pickup:7058416.00
KLM-549:Caprice Classic:14592743.00
MSZ-276:Chevy Pickup:8598431.00
GVI-484:Ford Mustang 65:13996959.00
TXF-124:Bus Escolar:11743046.00
WDD-300:Range Rover:5010770.50
VZV-561:Sedan:5729595.50
AKI-882:Range Rover:8193878.00
DOS-393:Volvo Wagon:14664906.00
NCD-511:Mitsubish Eclipse:6581033.00
CZO-716:BMW 5 Series:10893865.00
AXA-813:Plymouth Cuda:9156777.00
XDP-845:Mazda Miata:11793766.00
QVP-897:Toyota Landcruiser:13110373.00
TJU-993:Mitsubish Eclipse:6303671.50
HEV-352:Ford  Van:11370501.00
JFG-879:Ford  Van:13622027.00
TMF-720:Mazda Miata:12643462.00
JOY-390:Plymouth Cuda:8238190.00
GDQ-732:Chevy Van:6394136.00
MKP-234:Toyota Landcruiser:11394913.00
XWU-185:Plymouth Cuda:6624312.00
CCP-019:Ford  Van:7705114.00
BXE-413:Bus Escolar:6940528.00
SUX-025:Camión Ford 350:5879066.50
KWH-234:Ford Mustang 65:10407202.00
ODN-708:Camión Ford 350:6741888.50
SIP-868:Ford pickup F100:10224200.00
PKJ-894:Jeep Cherokee:14427694.00
HGP-671:Plymouth Cuda:6878194.50
HSA-352:Plymouth Cuda:10284983.00
ODC-196:Chevy Pickup:10123578.00
AWI-932:Range Rover:8166766.00
NYH-204:Jeep Cherokee:9945380.00
FNT-772:Plymouth Cuda:14556048.00
KBL-369:Caprice Classic:13887121.00
VFS-140:Mazda Miata:12199505.00
YAF-047:Caprice Classic:8908574.00
GDL-943:Volvo Wagon:7399560.00
LRE-160:Ford Mustang 65:13342302.00
HNP-753:Ford Mustang 65:13023257.00
IAN-879:Mazda Miata:10121263.00
BYZ-432:Chevy Van:7870923.00
XMW-557:Sedan:5095392.00
GPQ-794:BMW 5 Series:7845535.00
MUA-275:Chevy Van:7444125.50
MFF-844:Jeep Cherokee:10535069.00
ZLW-518:Jeep Cherokee:8845401.00
MAE-344:Mitsubish Eclipse:11073728.00
GQF-914:Caprice Classic:11808709.00
RWM-130:Ford pickup F100:9600722.00
LIW-522:Caprice Classic:14442047.00
HCC-757:Volvo Wagon:12510538.00
JZS-544:Camión Ford 350:7168446.50
HRG-677:Camión Ford 350:14749009.00
BVT-206:Jeep Cherokee:5085060.00
UDC-388:BMW 5 Series:6122782.00
VVT-229:Chevy Pickup:9104620.00
QRE-331:Ford  Van:10145854.00
ZGS-097:Chevy Van:8747971.00
WMB-631:BMW 5 Series:13624561.00
APM-258:BMW 5 Series:12553489.00
OXN-900:Mazda Miata:8538647.00
HBB-284:Bus Escolar:14661959.00
XAI-211:BMW 5 Series:9550284.00
UYL-381:Jeep Cherokee:10055833.00
CAG-106:Jeep Cherokee:6846498.00
SGQ-565:Range Rover:6543726.00
PMW-763:Ford Mustang 65:14929063.00
GLU-062:Caprice Classic:8780137.00
IQW-420:Mitsubish Eclipse:12871686.00
HKL-996:Range Rover:10606564.00
CKK-773:Mitsubish Eclipse:7308553.50
VAZ-433:Bus Escolar:6457044.00
AAB-208:Ford  Van:7275930.00
GRJ-229:Ford  Van:13306853.00
IFE-063:Ford  Van:5215639.50
KAW-730:Jeep Cherokee:8624767.00
AKR-128:Ford Mustang 65:10189243.00
OXS-885:Camión Ford 350:7617713.00
ULF-382:Plymouth Cuda:13314685.00
GSY-673:Chevy Van:5213146.00
SRW-953:Camión Ford 350:9548754.00
HEA-072:Ford Mustang 65:7450605.50
SMX-577:Mitsubish Eclipse:12452117.00
KSP-106:Chevy Van:13604600.00
HSS-811:Jeep Cherokee:5111952.00
IAM-027:Mitsubish Eclipse:10502964.00
ELM-812:Range Rover:13720454.00
YMR-915:Ford  Van:12030021.00
HKH-352:Crown Victoria:12699210.00
IGZ-695:Camión Ford 350:10810425.00
ZBA-139:Plymouth Cuda:12054562.00
KKF-499:BMW 5 Series:14077524.00
IFP-943:Volvo Wagon:13555976.00
QWK-539:Jeep Cherokee:12094170.00
BTN-362:Mazda Miata:11257946.00
PVO-574:Toyota Landcruiser:12723848.00
QJZ-178:Jeep Cherokee:14447041.00
SJY-036:Ford  Van:9603556.00
KZU-014:Volvo Wagon:6065211.00
GQI-901:Chevy Van:5594405.00
MBW-298:Range Rover:11246967.00
EOR-521:Bus Escolar:14324252.00
DSR-217:Jeep Cherokee:5851534.50
LLJ-554:Mazda Miata:7758228.50
MDH-399:Camión Ford 350:14787481.00
MRR-785:Crown Victoria:8293718.00
IAF-483:Plymouth Cuda:13306501.00
TFU-260:Toyota Landcruiser:8074528.00
FPM-144:Mitsubish Eclipse:8310076.50
DZR-950:Crown Victoria:13695863.00
ACJ-841:Camión Ford 350:5854443.50
KWK-097:Camión Ford 350:6196656.00
IPI-806:BMW 5 Series:12858531.00
RMD-240:Ford Mustang 65:6788823.00
COI-574:Camión Ford 350:11433604.00
HBD-272:Toyota Landcruiser:8778162.00
WSX-936:Toyota Landcruiser:6281406.50
EGI-625:Jeep Cherokee:6179058.50
BLW-785:Camión Ford 350:14244194.00
OBJ-337:Plymouth Cuda:9476036.00
LJE-802:BMW 5 Series:14038823.00
OFV-879:Volvo Wagon:6640951.00
KAO-254:Toyota Landcruiser:8888915.00
OTL-948:Crown Victoria:6427687.50
GHU-256:Camión Ford 350:10136542.00
XJY-631:Chevy Van:9218836.00
DZZ-643:Toyota Landcruiser:12391391.00
DEZ-501:Ford pickup F100:10297710.00
KHP-090:Crown Victoria:6548381.50
LCN-729:Jeep Cherokee:10053579.00
YMA-487:Mitsubish Eclipse:9947995.00
XMO-951:Mazda Miata:7474467.50
KVA-391:Jeep Cherokee:7943099.00
HVE-576:Chevy Van:13508427.00
DWE-056:Chevy Pickup:14883056.00
DOM-767:Toyota Landcruiser:12539236.00
OUM-497:Plymouth Cuda:13546747.00
PAT-366:Volvo Wagon:6371841.50
MIV-098:Camión Ford 350:10730066.00
KBW-076:Ford pickup F100:6309479.00
KPU-336:Mitsubish Eclipse:11417160.00
RKJ-305:Ford Mustang 65:6592262.50
VZN-881:BMW 5 Series:14628676.00
DVG-943:Crown Victoria:7322458.50
AAH-369:Ford pickup F100:8500452.00
ISR-328:Mazda Miata:13036509.00
VIW-648:Range Rover:13481991.00
RCN-157:Chevy Pickup:5615011.50
TJW-422:Range Rover:12549582.00
YKY-127:Mazda Miata:7249870.50
CCS-595:Range Rover:6040007.00
QPT-138:Toyota Landcruiser:11658607.00
EON-472:Chevy Van:5675379.00
SAX-971:Sedan:14840009.00
FRJ-124:Sedan:12551921.00
BNA-436:Chevy Pickup:10048140.00
GAZ-030:Mitsubish Eclipse:12487837.00
BQY-879:Mazda Miata:11647620.00
PAE-849:Range Rover:11744875.00
LSZ-734:Bus Escolar:7987309.00
NHR-834:Jeep Cherokee:13070707.00
BTF-868:Plymouth Cuda:13475453.00
XAB-397:Jeep Cherokee:14560066.00
KYD-844:Crown Victoria:9535654.00
SCS-055:Range Rover:9099130.00
GQL-942:Jeep Cherokee:6464740.00
HEU-197:Ford pickup F100:10327055.00
RQD-005:Chevy Van:14871253.00
SSU-222:Chevy Pickup:12994848.00
VFK-345:Chevy Van:11988132.00
TMY-624:Sedan:14686914.00
DCY-269:Jeep Cherokee:14876589.00
QUP-894:Volvo Wagon:8966318.00
QVD-138:Camión Ford 350:13862927.00
HVU-537:Ford Mustang 65:8913807.00
WIR-526:Crown Victoria:14223173.00
LNV-492:Chevy Pickup:7619308.00
AKR-425:Chevy Pickup:10423461.00
KIA-704:Crown Victoria:7023684.00
TXM-053:Mazda Miata:14664681.00
XUM-807:Mazda Miata:8932424.00
DBL-369:Mazda Miata:13421157.00
IWT-329:Mazda Miata:8149957.00
VUB-410:Toyota Landcruiser:9371372.00
VXY-863:Chevy Van:13598617.00
JHC-029:Range Rover:5239278.00
VUZ-073:Range Rover:6310525.50
CFZ-224:Toyota Landcruiser:8356518.00
IGX-957:Mitsubish Eclipse:12580615.00
BWY-389:Bus Escolar:14512255.00
TYS-428:Ford pickup F100:5587171.00
BBO-349:Volvo Wagon:8766175.00
EHU-705:Toyota Landcruiser:12059063.00
KRL-263:Ford  Van:13439244.00
IOX-549:Ford Mustang 65:13998169.00
ZMU-431:Range Rover:7505176.50
LAH-450:Mitsubish Eclipse:10703034.00
RAE-340:Chevy Van:12428720.00
PQI-052:Range Rover:9923841.00
SHB-043:Sedan:11493403.00
IYJ-899:Bus Escolar:13505499.00
YAZ-307:Bus Escolar:6166226.50
JLQ-961:Jeep Cherokee:10601799.00
KQM-891:Plymouth Cuda:12439396.00
BCD-009:Mitsubish Eclipse:11865624.00
ARJ-034:Chevy Van:11851899.00
XIS-542:Sedan:14639299.00
XLS-854:Bus Escolar:5663390.50
OFQ-623:Plymouth Cuda:10922016.00
AYH-349:Jeep Cherokee:6441386.50
HWY-718:Mazda Miata:10905359.00
IHV-879:Ford pickup F100:9814096.00
CDX-345:Ford Mustang 65:10515061.00
LVW-880:Toyota Landcruiser:7172852.00
WDV-004:Jeep Cherokee:5292088.00
TWG-477:Sedan:12942467.00
WSF-327:Bus Escolar:13016851.00
PRN-467:Range Rover:10160753.00
XJO-975:Chevy Pickup:8112819.50
LOA-228:Camión Ford 350:6065831.00
NIL-702:Bus Escolar:8791679.00
XXB-565:Range Rover:6588372.50
YSN-738:Volvo Wagon:7716689.50
JHA-601:Range Rover:12436841.00
LEI-447:Ford pickup F100:6464752.00
QFY-270:Chevy Van:13528426.00
VJM-117:Chevy Pickup:14159418.00
BYE-109:Ford Mustang 65:12472598.00
CBY-570:Ford  Van:13557488.00
IUS-185:Caprice Classic:13506747.00
XIV-007:Camión Ford 350:11409168.00
RVH-770:Sedan:6610457.50
CCJ-822:Chevy Pickup:7887169.00
AZQ-854:Ford  Van:10766049.00
UKN-811:Volvo Wagon:5321420.50
ZHN-736:Ford  Van:10827696.00
UYH-915:BMW 5 Series:9916688.00
OCC-156:Ford  Van:10453759.00
BCH-123:Plymouth Cuda:5026758.00
QNZ-915:Mitsubish Eclipse:8694128.00
NRY-624:Sedan:13893587.00
NZY-164:Caprice Classic:10023262.00
OUW-818:Chevy Van:5582243.50
KAR-550:Camión Ford 350:10135362.00
SLV-987:Jeep Cherokee:13229676.00
RTM-220:Volvo Wagon:14832071.00
UWQ-976:Camión Ford 350:11342264.00
SIS-332:Toyota Landcruiser:9418654.00
RGC-599:Bus Escolar:14105928.00
RKX-949:BMW 5 Series:12355365.00
UJC-507:Volvo Wagon:11739387.00
BKC-465:Ford pickup F100:10133820.00
VPV-747:Camión Ford 350:8848921.00
DHB-528:Mitsubish Eclipse:12421290.00
EVN-251:Bus Escolar:5238710.00
ODB-165:Chevy Pickup:9702104.00
EHG-696:Camión Ford 350:13104725.00
YXR-164:Sedan:6468771.50
GRC-881:Ford  Van:9713316.00
HNP-910:Plymouth Cuda:9682338.00
ITX-337:Jeep Cherokee:9627647.00
PDN-356:Volvo Wagon:6830952.50
HHQ-140:Caprice Classic:10447778.00
QDR-721:Chevy Pickup:14883817.00
WXW-263:Plymouth Cuda:10829808.00
MCO-077:Mazda Miata:12894798.00
AKE-457:Camión Ford 350:6653129.50
WVW-098:Volvo Wagon:10965349.00
TMC-386:Ford pickup F100:11287844.00
TEH-490:Mitsubish Eclipse:10104415.00
MRL-935:Plymouth Cuda:6172493.50
LZH-379:Chevy Pickup:7299004.00
JIX-195:Caprice Classic:9869442.00
TUF-687:Jeep Cherokee:11376734.00
KBJ-764:Toyota Landcruiser:5387761.50
LIM-227:Bus Escolar:12715022.00
ARV-023:Mitsubish Eclipse:12325132.00
CYQ-962:Mazda Miata:8063277.00
JRV-018:Chevy Pickup:6252083.50
FQU-435:Jeep Cherokee:5716532.00
GXK-421:Ford pickup F100:9635594.00
BCG-735:Chevy Van:12335600.00
FOU-349:Bus Escolar:13774275.00
NRB-821:Ford Mustang 65:7575705.50
ARY-274:Sedan:10175142.00
NTO-932:Chevy Pickup:11654773.00
VLV-237:Sedan:13599549.00
JXT-509:Toyota Landcruiser:5440835.00
QZI-438:Crown Victoria:7796702.50
PVV-814:Crown Victoria:8991546.00
YGE-290:Ford pickup F100:6483529.00
ZXX-089:Chevy Pickup:6075769.50
YKZ-322:Volvo Wagon:7475589.50
BCS-151:Chevy Pickup:6220040.00
JIU-239:Ford pickup F100:11075283.00
VNJ-744:Jeep Cherokee:7476666.00
WFS-149:Chevy Pickup:14545356.00
ARS-678:Camión Ford 350:6314604.50
DYL-480:Caprice Classic:13274472.00
OEL-066:Chevy Pickup:8781523.00
XCQ-305:Toyota Landcruiser:13825554.00
HPR-048:Range Rover:7236847.50
TRB-678:Ford pickup F100:8483542.00
BUH-746:Jeep Cherokee:7347931.50
TWS-746:Chevy Van:13471980.00
ENV-630:Toyota Landcruiser:6767212.00
SGS-410:BMW 5 Series:12230755.00
WAX-361:Ford  Van:11818707.00
AKE-500:BMW 5 Series:7632955.50
OCU-919:Sedan:14883872.00
FSI-370:Bus Escolar:10488538.00
BLY-766:Bus Escolar:6107750.50
AHD-034:Sedan:7112578.50
MAU-607:Plymouth Cuda:10135466.00
MVO-281:Crown Victoria:13688354.00
PUP-147:Ford  Van:13254381.00
AZL-336:Sedan:7291845.50
RAN-670:Plymouth Cuda:14124567.00
WMN-763:BMW 5 Series:11213112.00
FFK-692:Mitsubish Eclipse:5604137.50
ENH-515:Sedan:9166817.00
OYO-394:Volvo Wagon:11244841.00
YDN-551:Chevy Van:12639818.00
JDJ-334:Chevy Pickup:7925878.00
YPC-115:Caprice Classic:5055219.50
LOA-306:Mazda Miata:6966186.00
VSO-383:Plymouth Cuda:6069787.00
MMP-898:Sedan:8795404.00
MMZ-699:Ford  Van:7928714.00
OIU-599:Volvo Wagon:10972621.00
SEE-552:Mitsubish Eclipse:13233813.00
TKV-622:Chevy Van:10021599.00
RMI-646:Mazda Miata:5342432.50
ZVQ-972:Ford Mustang 65:12617874.00
KYB-818:Crown Victoria:13841417.00
HSP-590:Range Rover:8074865.50
PQG-022:Plymouth Cuda:5895000.50
CSF-899:Jeep Cherokee:8818544.00
XLG-031:Bus Escolar:5395635.50
VQF-775:Ford pickup F100:8553429.00
EPJ-484:Mitsubish Eclipse:12183688.00
EYV-192:Volvo Wagon:9571802.00
RSX-089:Bus Escolar:11654978.00
PWK-347:Range Rover:11164822.00
JZA-247:Bus Escolar:6613645.00
RZT-521:Sedan:9049286.00
WIX-625:Sedan:8421413.00
LTD-857:Sedan:9169427.00
TLB-122:Crown Victoria:12978603.00
FNM-478:Range Rover:8068173.00
FFH-476:BMW 5 Series:8026281.00
KLB-824:Mitsubish Eclipse:12523831.00
XVD-109:Plymouth Cuda:5252366.50
LNS-140:Bus Escolar:12889574.00
FCC-974:Camión Ford 350:6756352.00
VFA-067:Range Rover:14926679.00
PDS-607:Chevy Pickup:14220752.00
GQR-664:Sedan:8192289.50
OKV-389:Bus Escolar:9360717.00
FMS-827:Sedan:9913413.00
VFM-894:Plymouth Cuda:8710975.00
BBX-652:Toyota Landcruiser:10218299.00
RIK-438:Chevy Pickup:6387286.00
HWL-559:Jeep Cherokee:8886256.00
DXG-136:Jeep Cherokee:8418808.00
RGA-155:Camión Ford 350:7910787.50
XRQ-257:Volvo Wagon:12664453.00
QFJ-117:Ford pickup F100:10554774.00
QUK-947:Toyota Landcruiser:7830927.00
AHH-585:Chevy Van:11612272.00
HHY-707:Caprice Classic:11088128.00
YZW-074:Jeep Cherokee:8624748.00
FTH-655:Chevy Pickup:12406583.00
WAA-766:Crown Victoria:9643711.00
ZKR-012:Toyota Landcruiser:12159418.00
GPE-995:BMW 5 Series:8241121.50
HPW-716:Mazda Miata:7854643.50
QHT-292:Crown Victoria:6608254.00
RWY-816:Ford  Van:13836544.00
GAK-257:Sedan:9714686.00
IIP-498:Range Rover:10334829.00
FHW-150:BMW 5 Series:5842851.00
WBZ-078:Mitsubish Eclipse:9205096.00
XVF-456:Sedan:8035763.00
AXI-988:Mazda Miata:10549645.00
EKE-742:Ford pickup F100:13937642.00
HXH-077:Caprice Classic:14686508.00
NED-084:Crown Victoria:13890864.00
JFW-104:Plymouth Cuda:6980262.50
VJZ-268:Crown Victoria:10248020.00
TVX-558:Mazda Miata:6862903.00
BIC-979:Camión Ford 350:13266795.00
FRJ-215:Crown Victoria:10574497.00
XNE-536:Camión Ford 350:9370815.00
NJQ-028:Ford pickup F100:5876418.00
DEG-910:Jeep Cherokee:5952339.50
TLR-892:Crown Victoria:12728867.00
TYL-168:Camión Ford 350:7508659.00
FWE-462:Sedan:12464087.00
LZU-608:Volvo Wagon:14972056.00
IRQ-294:Caprice Classic:6926137.50
JQU-940:Caprice Classic:6164984.00
YHD-658:Mitsubish Eclipse:9550986.00
WFP-906:Ford  Van:11956819.00
HIS-178:Toyota Landcruiser:13681318.00
NRC-971:Bus Escolar:11786837.00
MVH-067:Range Rover:5281426.00
YQM-021:Chevy Pickup:9562302.00
MET-205:Range Rover:8426417.00
HKO-962:Toyota Landcruiser:11445982.00
BXD-761:Range Rover:8058691.50
UUQ-091:Ford  Van:10824217.00
GIR-390:BMW 5 Series:13785391.00
LLE-068:Caprice Classic:6548838.50
THL-347:Plymouth Cuda:14710798.00
NPH-478:Mitsubish Eclipse:14029118.00
FPH-151:Mazda Miata:7939408.50
PMC-222:Mazda Miata:14799486.00
NLK-923:Chevy Van:7340660.00
ZNF-741:Range Rover:11817101.00
SZS-210:Chevy Van:8282468.00
MKA-769:BMW 5 Series:13043095.00
KFE-654:Range Rover:8672422.00
YPH-369:Ford  Van:14780962.00
YSR-070:BMW 5 Series:13059918.00
LVZ-077:BMW 5 Series:7981388.50
ZMV-592:Sedan:6478755.50
ULF-431:Ford pickup F100:13728031.00
XOK-652:Mitsubish Eclipse:13110405.00
AUC-753:Range Rover:5114670.00
WWD-702:Sedan:11313929.00
SWI-001:Mitsubish Eclipse:9246590.00
TVO-303:Mazda Miata:8143003.50
EKV-788:Caprice Classic:7821587.00
RKL-760:Ford  Van:10822617.00
YXM-909:Sedan:14404983.00
TNE-784:Mazda Miata:12906504.00
WQT-640:Camión Ford 350:8686510.00
LVX-194:Sedan:10343785.00
JAW-497:Caprice Classic:8197487.50
HML-192:Sedan:6928016.00
WYN-398:Ford  Van:9747073.00
SJO-681:Plymouth Cuda:9978894.00
DJS-010:Ford  Van:12754191.00
NFP-447:Ford pickup F100:7967688.00
TVQ-771:Ford  Van:6556630.50
MSC-385:Mitsubish Eclipse:10713148.00
YHB-038:Volvo Wagon:9991796.00
BCG-585:Bus Escolar:13506410.00
JMI-164:Camión Ford 350:10429912.00
FQL-020:Camión Ford 350:5314652.50
HCF-696:Mitsubish Eclipse:9109251.00
URN-623:Bus Escolar:7904204.50
WQS-412:Jeep Cherokee:10978518.00
WBK-004:Ford  Van:7153257.50
NKA-414:Crown Victoria:9364702.00
CYO-338:Camión Ford 350:14335741.00
MQQ-692:Volvo Wagon:14633259.00
HJW-380:Jeep Cherokee:12792393.00
NUU-612:Plymouth Cuda:10140352.00
ECP-495:Ford  Van:11357344.00
EHB-050:Volvo Wagon:13854632.00
KTF-189:Jeep Cherokee:10318060.00
TIZ-954:Caprice Classic:7288373.50
PVF-538:Chevy Pickup:14658349.00
CAQ-605:Ford  Van:9418938.00
HQP-161:Jeep Cherokee:10077403.00
MMI-095:Range Rover:12365059.00
JYC-770:Sedan:7713548.50
CXN-149:Caprice Classic:10391357.00
PDV-223:Chevy Van:10842332.00
VXU-845:Sedan:8917444.00
LMP-258:Bus Escolar:5807986.50
TPU-153:Toyota Landcruiser:13507973.00
MRI-798:Volvo Wagon:10254526.00
VHQ-280:Plymouth Cuda:6462925.00
NTL-065:Jeep Cherokee:12586627.00
DOO-683:Jeep Cherokee:12552829.00
BBC-096:Volvo Wagon:13798295.00
YNB-752:Toyota Landcruiser:14933847.00
YLE-599:Camión Ford 350:14412475.00
LMT-385:Crown Victoria:11684101.00
PUA-548:Jeep Cherokee:8316496.50
KKC-960:Range Rover:14913708.00
NDD-500:Chevy Pickup:11340162.00
OKW-495:Ford Mustang 65:8844404.00
HKA-723:Bus Escolar:5516825.50
TDP-325:Chevy Van:14600457.00
SCH-719:Chevy Van:8158427.50
HEF-265:Mitsubish Eclipse:11889924.00
ZSR-207:Sedan:13970719.00
WMG-002:Volvo Wagon:13451664.00
IDP-409:Ford pickup F100:7505381.50
BLN-702:Mazda Miata:12328512.00
YKG-011:Mazda Miata:13978399.00
QDC-639:Bus Escolar:9981523.00
CCD-104:Toyota Landcruiser:9385889.00
WZV-815:Camión Ford 350:13895216.00
ZDE-120:Crown Victoria:6562077.00
FHP-520:Ford pickup F100:7217868.00
EJK-178:Bus Escolar:7659043.00
VCN-064:Bus Escolar:6633912.50
NIU-749:Bus Escolar:11914506.00
FHF-434:Chevy Pickup:12628475.00
UET-500:Sedan:6967124.50
CSX-710:Bus Escolar:9357543.00
KFL-811:Ford  Van:9519895.00
KQW-706:Sedan:8310603.50
UBL-806:BMW 5 Series:12126314.00
IPY-463:Toyota Landcruiser:6000109.00
POX-763:Toyota Landcruiser:6869014.50
ZAW-062:Ford Mustang 65:14373804.00
HJH-309:Jeep Cherokee:10038779.00
PLV-289:Ford  Van:8509063.00
LGF-154:Range Rover:7224357.50
LCQ-125:Range Rover:10494492.00
YVX-984:Ford  Van:8286995.50
WDS-600:Chevy Pickup:6309554.50
IJQ-878:Plymouth Cuda:9711237.00
YDI-278:Bus Escolar:13285619.00
STQ-519:Mitsubish Eclipse:14917160.00
CSR-178:Toyota Landcruiser:11705460.00
EIZ-914:Camión Ford 350:6907669.50
ONK-242:Camión Ford 350:14314514.00
YOR-056:Bus Escolar:5959177.00
KUU-154:Chevy Van:7540117.50
UGT-969:Plymouth Cuda:5929220.50
LMN-874:Caprice Classic:5024329.50
ARU-538:Chevy Van:6776781.50
RZY-241:BMW 5 Series:5301176.00
KTE-162:Camión Ford 350:8559193.00
TWA-430:Jeep Cherokee:6436433.00
SYX-080:Ford Mustang 65:13298024.00
BTS-497:Jeep Cherokee:11795107.00
NVL-108:Volvo Wagon:8280232.50
SIH-034:Mazda Miata:8866538.00
JHC-139:Ford  Van:11159244.00
RIX-605:Range Rover:14874644.00
KLU-420:Mitsubish Eclipse:8199960.00
LPZ-703:Ford  Van:12985403.00
RXO-081:Chevy Pickup:9523638.00
MJD-591:Ford pickup F100:6523449.50
PYV-801:Ford Mustang 65:13033563.00
TUF-710:Volvo Wagon:6905980.50
XTW-793:Ford  Van:7656331.00
RKZ-551:Camión Ford 350:14180577.00
BTZ-087:Bus Escolar:10369327.00
OTL-776:Caprice Classic:10742668.00
JLL-277:Ford  Van:11993980.00
CRA-689:Sedan:13014424.00
RUZ-555:Camión Ford 350:7031790.00
GQX-024:Bus Escolar:12239259.00
